 3.9338000e+03,   1.4200000e+00
 3.9362000e+03,   1.4200000e+00
 3.9385000e+03,  -8.5800000e+00
 3.9409000e+03,  -7.5800000e+00
 3.9432000e+03,  -6.5800000e+00
 3.9455000e+03,   3.4200000e+00
 3.9479000e+03,   8.4200000e+00
 3.9502000e+03,   1.2420000e+01
 3.9525000e+03,   1.0420000e+01
 3.9549000e+03,   1.1420000e+01
 3.9572000e+03,  -3.5800000e+00
 3.9595000e+03,   2.5420000e+01
 3.9619000e+03,  -1.3580000e+01
 3.9642000e+03,  -5.8000000e-01
 3.9665000e+03,   4.4200000e+00
 3.9689000e+03,  -1.1580000e+01
 3.9712000e+03,   1.5420000e+01
 3.9735000e+03,   5.4200000e+00
 3.9759000e+03,  -1.4580000e+01
 3.9782000e+03,  -1.5580000e+01
 3.9805000e+03,   5.4200000e+00
 3.9829000e+03,   1.3420000e+01
 3.9852000e+03,   5.4200000e+00
 3.9875000e+03,  -6.5800000e+00
 3.9899000e+03,   1.5420000e+01
 3.9922000e+03,   2.9420000e+01
 3.9945000e+03,   3.3420000e+01
 3.9969000e+03,   3.8420000e+01
 3.9992000e+03,   2.6420000e+01
 4.0015000e+03,   1.7420000e+01
 4.0038000e+03,   4.7420000e+01
 4.0062000e+03,   9.4200000e+00
 4.0085000e+03,   2.4420000e+01
 4.0108000e+03,   5.6420000e+01
 4.0132000e+03,   3.1420000e+01
 4.0155000e+03,   2.6420000e+01
 4.0178000e+03,   4.0420000e+01
 4.0202000e+03,   2.3420000e+01
 4.0225000e+03,   3.3420000e+01
 4.0248000e+03,   4.2420000e+01
 4.0271000e+03,   2.8420000e+01
 4.0295000e+03,   3.4420000e+01
 4.0318000e+03,   2.6420000e+01
 4.0341000e+03,   3.1420000e+01
 4.0365000e+03,   2.4420000e+01
 4.0388000e+03,   2.4420000e+01
 4.0411000e+03,   4.6420000e+01
 4.0435000e+03,   2.7420000e+01
 4.0458000e+03,   5.5420000e+01
 4.0481000e+03,   4.3420000e+01
 4.0504000e+03,   1.4420000e+01
 4.0528000e+03,   3.8420000e+01
 4.0551000e+03,   5.9420000e+01
 4.0574000e+03,   2.4420000e+01
 4.0598000e+03,   3.0420000e+01
 4.0621000e+03,   3.8420000e+01
 4.0644000e+03,   3.2420000e+01
 4.0667000e+03,   5.4420000e+01
 4.0691000e+03,   3.9420000e+01
 4.0714000e+03,   3.8420000e+01
 4.0737000e+03,   4.3420000e+01
 4.0760000e+03,   2.4420000e+01
 4.0784000e+03,   4.4420000e+01
 4.0807000e+03,   2.8420000e+01
 4.0830000e+03,   3.5420000e+01
 4.0854000e+03,   4.0420000e+01
 4.0877000e+03,   1.0420000e+01
 4.0900000e+03,   3.6420000e+01
 4.0923000e+03,   6.4420000e+01
 4.0947000e+03,   2.3420000e+01
 4.0970000e+03,   4.3420000e+01
 4.0993000e+03,   5.1420000e+01
 4.1016000e+03,   4.9420000e+01
 4.1040000e+03,   4.7420000e+01
 4.1063000e+03,   2.4420000e+01
 4.1086000e+03,   3.2420000e+01
 4.1109000e+03,   5.7420000e+01
 4.1133000e+03,   5.1420000e+01
 4.1156000e+03,   4.6420000e+01
 4.1179000e+03,   4.8420000e+01
 4.1202000e+03,   4.7420000e+01
 4.1226000e+03,   3.8420000e+01
 4.1249000e+03,   4.2420000e+01
 4.1272000e+03,   5.0420000e+01
 4.1295000e+03,   4.9420000e+01
 4.1319000e+03,   4.2420000e+01
 4.1342000e+03,   5.2420000e+01
 4.1365000e+03,   5.6420000e+01
 4.1388000e+03,   4.4420000e+01
 4.1411000e+03,   5.4420000e+01
 4.1435000e+03,   6.1420000e+01
 4.1458000e+03,   3.6420000e+01
 4.1481000e+03,   3.9420000e+01
 4.1504000e+03,   5.8420000e+01
 4.1528000e+03,   3.9420000e+01
 4.1551000e+03,   6.2420000e+01
 4.1574000e+03,   4.9420000e+01
 4.1597000e+03,   4.5420000e+01
 4.1620000e+03,   5.8420000e+01
 4.1644000e+03,   4.3420000e+01
 4.1667000e+03,   5.2420000e+01
 4.1690000e+03,   4.7420000e+01
 4.1713000e+03,   3.1420000e+01
 4.1737000e+03,   4.7420000e+01
 4.1760000e+03,   5.1420000e+01
 4.1783000e+03,   5.6420000e+01
 4.1806000e+03,   7.2420000e+01
 4.1829000e+03,   4.4420000e+01
 4.1853000e+03,   4.5420000e+01
 4.1876000e+03,   7.1420000e+01
 4.1899000e+03,   6.8420000e+01
 4.1922000e+03,   5.9420000e+01
 4.1945000e+03,   7.6420000e+01
 4.1969000e+03,   7.5420000e+01
 4.1992000e+03,   7.3420000e+01
 4.2015000e+03,   6.3420000e+01
